Company,Model,Purpose,Use Exogenous,Low ARIMA Modes,LSTM Sequence Style,Origin Date,Model Fit Origin Date,Date,Origin Price,Actual,Forecast,Error,Scheduled Refit
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-09,2024-11-29,2024-12-10,5.03,4.93,5.302867099776749,0.3728670997767489,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-09,2024-11-29,2024-12-10,5.03,4.93,4.796504893876888,-0.133495106123112,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-09,2024-11-29,2024-12-10,5.03,4.93,5.340062782484164,0.4100627824841645,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-10,2024-11-29,2024-12-11,4.93,4.89,4.545712048992619,-0.34428795100738085,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-10,2024-11-29,2024-12-11,4.93,4.89,4.530562147309762,-0.3594378526902373,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-10,2024-11-29,2024-12-11,4.93,4.89,4.828163684412642,-0.06183631558735758,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-10,2024-11-29,2024-12-11,4.93,4.89,4.572565697125316,-0.317434302874684,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-11,2024-11-29,2024-12-12,4.89,4.79,4.968094234772689,0.17809423477268904,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-11,2024-11-29,2024-12-12,4.89,4.79,4.949927685242802,0.15992768524280176,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-11,2024-11-29,2024-12-12,4.89,4.79,4.850453086238735,0.06045308623873513,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-11,2024-11-29,2024-12-12,4.89,4.79,4.999005501190589,0.20900550119058892,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-12,2024-11-29,2024-12-13,4.79,4.68,4.476966632146622,-0.20303336785337756,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-12,2024-11-29,2024-12-13,4.79,4.68,4.460551553917229,-0.2194484460827706,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-12,2024-11-29,2024-12-13,4.79,4.68,4.843513021555923,0.1635130215559233,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-12,2024-11-29,2024-12-13,4.79,4.68,4.51222259593635,-0.16777740406365016,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-13,2024-11-29,2024-12-16,4.68,4.66,4.5957404546413825,-0.06425954535861766,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-13,2024-11-29,2024-12-16,4.68,4.66,4.575676458853152,-0.0843235411468477,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-13,2024-11-29,2024-12-16,4.68,4.66,4.819966428401873,0.15996642840187292,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-13,2024-11-29,2024-12-16,4.68,4.66,4.633915307264545,-0.026084692735454773,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-16,2024-11-29,2024-12-17,4.66,4.61,4.545434247562042,-0.06456575243795815,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-16,2024-11-29,2024-12-17,4.66,4.61,4.529038407058882,-0.08096159294111871,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-16,2024-11-29,2024-12-17,4.66,4.61,4.7658881107235676,0.15588811072356723,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-16,2024-11-29,2024-12-17,4.66,4.61,4.585745872073846,-0.024254127926154112,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-17,2024-11-29,2024-12-18,4.61,4.56,4.488071750586533,-0.07192824941346654,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-17,2024-11-29,2024-12-18,4.61,4.56,4.470560532457723,-0.0894394675422765,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-17,2024-11-29,2024-12-18,4.61,4.56,4.690690916193139,0.13069091619313955,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-17,2024-11-29,2024-12-18,4.61,4.56,4.531505346861189,-0.028494653138810833,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-18,2024-11-29,2024-12-19,4.56,4.43,4.431908990590456,0.0019089905904561277,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-18,2024-11-29,2024-12-19,4.56,4.43,4.417936491304897,-0.01206350869510242,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-18,2024-11-29,2024-12-19,4.56,4.43,4.601377922156495,0.17137792215649572,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-18,2024-11-29,2024-12-19,4.56,4.43,4.482337861158522,0.0523378611585219,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-19,2024-11-29,2024-12-20,4.43,4.44,4.191672630665408,-0.24832736933459199,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-19,2024-11-29,2024-12-20,4.43,4.44,4.171847478270733,-0.2681525217292675,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-19,2024-11-29,2024-12-20,4.43,4.44,4.495469696886355,0.05546969688635439,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-19,2024-11-29,2024-12-20,4.43,4.44,4.237176111481555,-0.20282388851844502,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-20,2024-11-29,2024-12-23,4.44,4.44,4.462744210031521,0.022744210031520495,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-20,2024-11-29,2024-12-23,4.44,4.44,4.440467318785559,0.00046731878555839046,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-20,2024-11-29,2024-12-23,4.44,4.44,4.410762860703887,-0.02923713929611349,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-20,2024-11-29,2024-12-23,4.44,4.44,4.505361620243819,0.06536162024381831,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-23,2024-11-29,2024-12-24,4.44,4.46,4.301971748548809,-0.15802825145119126,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-23,2024-11-29,2024-12-24,4.44,4.46,4.282164841505867,-0.17783515849413334,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-23,2024-11-29,2024-12-24,4.44,4.46,4.343381553702768,-0.11661844629723195,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-23,2024-11-29,2024-12-24,4.44,4.46,4.345891086150378,-0.11410891384962163,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-24,2024-11-29,2024-12-27,4.46,4.46,4.454511507264537,-0.005488492735462813,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-24,2024-11-29,2024-12-27,4.46,4.46,4.43415692441682,-0.025843075583179775,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-24,2024-11-29,2024-12-27,4.46,4.46,4.297231573021704,-0.16276842697829608,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-24,2024-11-29,2024-12-27,4.46,4.46,4.49847928504691,0.03847928504691023,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-27,2024-11-29,2024-12-30,4.46,4.42,4.339338718406778,-0.08066128159322172,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-27,2024-11-29,2024-12-30,4.46,4.42,4.320007861790743,-0.09999213820925679,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-27,2024-11-29,2024-12-30,4.46,4.42,4.264768354223058,-0.15523164577694182,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-27,2024-11-29,2024-12-30,4.46,4.42,4.385058040845733,-0.03494195915426701,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-30,2024-11-29,2024-12-31,4.42,4.42,4.312266582747075,-0.10773341725292518,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-30,2024-11-29,2024-12-31,4.42,4.42,4.2945558125681105,-0.12544418743188945,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-30,2024-11-29,2024-12-31,4.42,4.42,4.245505265734722,-0.17449473426527806,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-30,2024-11-29,2024-12-31,4.42,4.42,4.359453988600081,-0.060546011399918775,False
